cliente_id,nombre_completo,documento_id,fecha_nacimiento,fecha_alta,segmento,ingresos_mensuales,pep,pais_residencia,riesgo_base,telefonos,emails,productos_activos,ultima_actualizacion
C000105,Carlos Daniela Gonzalez Morales,DPI-8916450292651,1964-10-23,2018-06-19,PERSONAL,3239.85,false,GT,33.89,+50272940608,carlos.daniela.gonzalez.morales.105@correo.com,TARJETA_DEBITO,2026-02-09T17:17:56Z
C000106,Juan Oscar Cifuentes Santos,DPI-3462450078168,1990-02-03,2021-09-25,PERSONAL,1486.66,false,GT,45.42,+50274397898|+50261917988,juan.oscar.cifuentes.santos.106@correo.com,SEGURO|TARJETA_DEBITO,2026-01-22T15:06:04Z
C000107,Paola Valeria Perez Vasquez,DPI-5493892499882,1967-03-27,2018-08-28,PERSONAL,473.40,false,GT,27.38,+50232655047|+50264958388,paola.valeria.perez.vasquez.107@correo.com,TARJETA_DEBITO|TARJETA_CREDITO,2026-02-22T16:44:48Z
C000108,Karla Sofia Flores Hernandez,DPI-4918079223396,1959-01-26,2018-03-22,CORPORATIVO,22994.20,false,GT,52.13,+50229033943|+50262966441,karla.sofia.flores.hernandez.108@correo.com,TARJETA_DEBITO,2026-01-02T09:17:45Z
C000109,Paola Daniela Perez Santos,DPI-6425246325477,1979-01-07,2020-12-03,PERSONAL,3306.64,false,GT,24.45,+50239894151,paola.daniela.perez.santos.109@correo.com,PRESTAMO|SEGURO|INVERSION,2026-02-22T20:07:09Z
C000110,Jose Ana Cruz Cruz,DPI-5965343000309,1992-10-11,2024-03-25,PYME,9643.74,false,GT,33.87,+50269535897,jose.ana.cruz.cruz.110@correo.com,PRESTAMO|TARJETA_DEBITO|AHORRO,2026-02-01T20:08:30Z
C000111,Lucia Mario Ramirez Castillo,DPI-3242943758970,1988-12-04,2022-09-26,PERSONAL,1101.67,false,GT,25.60,+50232769827,lucia.mario.ramirez.castillo.111@correo.com,SEGURO|TARJETA_CREDITO|AHORRO|CORRIENTE,2026-01-20T03:19:14Z
C000112,Gabriela Lucia Martinez Perez,DPI-7874285987270,1960-04-19,2018-10-08,PERSONAL,3056.66,false,CR,28.61,+50260681929,gabriela.lucia.martinez.perez.112@correo.com,AHORRO|PRESTAMO|CORRIENTE,2026-03-21T03:55:43Z
C000113,Karla Luis Reyes Ramirez,DPI-7435339987642,1962-01-30,2018-07-10,PERSONAL,2250.30,false,GT,41.90,+50279273815,karla.luis.reyes.ramirez.113@correo.com,TARJETA_CREDITO|PRESTAMO,2026-03-06T10:47:05Z
C000114,Ana Rafael Cifuentes Reyes,DPI-9652339932231,1960-05-04,2020-04-11,PERSONAL,1219.86,false,GT,35.79,+50278140201,ana.rafael.cifuentes.reyes.114@correo.com,CORRIENTE,2026-01-04T14:54:22Z
C000115,Ricardo Maria Diaz Cifuentes,DPI-4017690175827,1968-08-16,2018-07-09,PREMIUM,9846.86,false,PA,56.72,+50238586340,ricardo.maria.diaz.cifuentes.115@correo.com,CORRIENTE|AHORRO|SEGURO,2026-03-30T07:07:06Z
C000116,Rafael Paola Cifuentes Mendez,DPI-6611444989870,1977-02-16,2025-10-30,PREMIUM,11577.06,false,US,42.28,+50232982739,rafael.paola.cifuentes.mendez.116@correo.com,TARJETA_CREDITO|TARJETA_DEBITO,2026-01-19T04:51:00Z
C000117,Paola Fernanda Pineda Ruiz,DPI-8867518506007,1981-08-21,2021-07-22,PREMIUM,10507.65,false,GT,49.30,+50221359641,paola.fernanda.pineda.ruiz.117@correo.com,AHORRO|TARJETA_DEBITO|TARJETA_CREDITO|CORRIENTE,2026-03-18T19:37:45Z
C000118,Ana Pablo Flores Cifuentes,DPI-7737923116794,1982-08-12,2025-07-07,PERSONAL,2646.33,false,GT,26.48,+50269483476,ana.pablo.flores.cifuentes.118@correo.com,INVERSION|AHORRO|TARJETA_CREDITO|CORRIENTE,2026-04-07T18:57:47Z
C000119,Daniela Ricardo Cifuentes Reyes,DPI-3780568487318,1996-03-21,2021-11-04,PERSONAL,1395.77,false,GT,29.14,+50250416760,daniela.ricardo.cifuentes.reyes.119@correo.com,PRESTAMO,2026-02-24T01:28:27Z
C000120,Rafael Alberto Reyes Mendez,DPI-2302868479078,1968-12-24,2018-01-17,PREMIUM,11566.15,false,GT,32.98,+50222970312,rafael.alberto.reyes.mendez.120@correo.com,TARJETA_DEBITO|PRESTAMO|SEGURO|INVERSION,2026-04-20T07:42:34Z
C000121,Mario Esteban Diaz Vasquez,DPI-9632653293708,1972-12-05,2019-09-20,PERSONAL,2835.89,true,GT,43.11,+50255432995,mario.esteban.diaz.vasquez.121@correo.com,SEGURO|INVERSION|TARJETA_CREDITO|AHORRO,2026-02-16T15:30:53Z
C000122,Jorge Rafael Gonzalez Reyes,DPI-2089066863546,1999-11-17,2021-09-02,PERSONAL,1915.93,false,GT,24.26,+50237502882,jorge.rafael.gonzalez.reyes.122@correo.com,AHORRO|TARJETA_CREDITO|PRESTAMO,2026-01-12T23:32:19Z
C000123,Gabriela Oscar Martinez Hernandez,DPI-7420786648250,1969-02-07,2022-08-15,PERSONAL,1149.36,false,GT,23.63,+50245112473,gabriela.oscar.martinez.hernandez.123@correo.com,TARJETA_DEBITO,2026-02-16T20:05:31Z
C000124,Karla Valeria Pineda Ramirez,DPI-7408177800610,1955-09-06,2021-10-06,PYME,13799.51,false,GT,20.94,+50229185291|+50273498054,karla.valeria.pineda.ramirez.124@correo.com,SEGURO|INVERSION|TARJETA_CREDITO|TARJETA_DEBITO,2026-02-26T16:31:35Z
C000125,Fernanda Rafael Cruz Mendez,DPI-2985952392951,1960-10-29,2023-05-17,PREMIUM,7316.25,true,GT,68.89,+50242972501,fernanda.rafael.cruz.mendez.125@correo.com,TARJETA_DEBITO|AHORRO|TARJETA_CREDITO,2026-02-15T07:39:35Z
C000126,Camila Ricardo Morales Mendez,DPI-6757030857705,1999-03-23,2019-08-13,PERSONAL,2915.61,false,GT,37.16,+50235688548|+50277759781,camila.ricardo.morales.mendez.126@correo.com,PRESTAMO|TARJETA_CREDITO,2026-01-04T23:21:50Z
C000127,Sofia Monica Pineda Gonzalez,DPI-4336886218428,2003-06-19,2018-03-06,PERSONAL,3036.72,false,GT,27.90,+50227573522,sofia.monica.pineda.gonzalez.127@correo.com,CORRIENTE|SEGURO,2026-02-16T00:34:47Z
C000128,Paola Silvia Martinez Cruz,DPI-7094250675312,1973-02-26,2018-08-24,PERSONAL,2809.80,false,GT,21.80,+50267118570|+50279801729,paola.silvia.martinez.cruz.128@correo.com,SEGURO,2026-01-12T00:38:16Z
C000129,Fernanda Valeria Ramirez Perez,DPI-7521622798012,1977-04-20,2021-01-02,PERSONAL,2436.13,false,GT,24.21,+50252712659,fernanda.valeria.ramirez.perez.129@correo.com,CORRIENTE|INVERSION|TARJETA_CREDITO,2026-03-26T15:31:51Z
C000130,Sofia Patricia Vasquez Garcia,DPI-1965112030902,1999-02-18,2018-07-02,PERSONAL,3025.91,true,GT,64.51,+50255977772,sofia.patricia.vasquez.garcia.130@correo.com,INVERSION|TARJETA_DEBITO,2026-03-07T14:41:37Z
C000131,Mario Carlos Perez Perez,DPI-6740963972661,1977-07-23,2018-04-07,PREMIUM,10107.96,false,GT,27.46,+50230917571,mario.carlos.perez.perez.131@correo.com,AHORRO|TARJETA_DEBITO|INVERSION,2026-04-19T23:00:49Z
C000132,Pablo Diego Martinez Garcia,DPI-8222435103322,1971-11-09,2019-07-10,PERSONAL,1999.52,false,GT,44.16,+50257087171|+50233681932,pablo.diego.martinez.garcia.132@correo.com,TARJETA_DEBITO|AHORRO|TARJETA_CREDITO|PRESTAMO,2026-02-20T23:34:07Z
C000133,Pablo Patricia Ramirez Ruiz,DPI-3255454650099,1971-10-05,2020-08-08,PERSONAL,1404.81,false,GT,24.77,+50237095998,pablo.patricia.ramirez.ruiz.133@correo.com,INVERSION|TARJETA_CREDITO|PRESTAMO|TARJETA_DEBITO,2026-04-01T09:02:26Z
C000134,Lucia Luis Vasquez Rojas,DPI-9083955647195,1955-09-28,2021-11-27,PERSONAL,3072.99,false,GT,34.29,+50224374466,lucia.luis.vasquez.rojas.134@correo.com,SEGURO|TARJETA_DEBITO|TARJETA_CREDITO|PRESTAMO,2026-02-03T08:38:29Z
C000135,Jose Juan Cifuentes Reyes,DPI-2845039622884,1979-01-25,2022-06-19,PYME,15276.03,false,GT,42.50,+50230366057,jose.juan.cifuentes.reyes.135@correo.com,SEGURO|CORRIENTE,2026-03-01T07:58:40Z
C000136,Valeria Ricardo Perez Castillo,DPI-5366692359457,1960-10-26,2025-10-13,PREMIUM,8900.46,false,GT,49.71,+50229751427,valeria.ricardo.perez.castillo.136@correo.com,CORRIENTE|INVERSION|SEGURO,2026-02-04T20:49:19Z
C000137,Jose Valeria Cifuentes Ramirez,DPI-9253410417856,1959-09-22,2025-05-12,PERSONAL,1070.63,false,GT,40.17,+50232333647|+50225825865,jose.valeria.cifuentes.ramirez.137@correo.com,INVERSION|SEGURO|TARJETA_DEBITO|CORRIENTE,2026-04-09T01:53:09Z
C000138,Maria Esteban Pineda Cruz,DPI-1783868346331,1979-01-31,2023-06-09,CORPORATIVO,60836.20,false,GT,35.66,+50237078026,maria.esteban.pineda.cruz.138@correo.com,CORRIENTE|INVERSION,2026-03-13T16:11:31Z
C000139,Pablo Alberto Cruz Reyes,DPI-9735032626907,1999-03-05,2025-09-29,PREMIUM,3642.63,false,GT,24.63,+50256317285,pablo.alberto.cruz.reyes.139@correo.com,TARJETA_DEBITO|TARJETA_CREDITO|AHORRO,2026-01-10T23:54:57Z
C000140,Monica Karla Cifuentes Martinez,DPI-5131788603732,1990-09-18,2023-12-31,CORPORATIVO,26315.39,false,GT,50.98,+50236781633|+50242811216,monica.karla.cifuentes.martinez.140@correo.com,INVERSION|PRESTAMO|SEGURO,2026-03-08T19:39:47Z
C000141,Juan Monica Ruiz Mendez,DPI-8166768916346,1992-05-28,2019-03-27,PERSONAL,1658.00,false,SV,29.13,+50225612028|+50235624616,juan.monica.ruiz.mendez.141@correo.com,SEGURO|AHORRO|TARJETA_CREDITO|INVERSION,2026-03-19T09:52:47Z
C000142,Carlos Diego Martinez Castillo,DPI-3789680883452,1982-08-16,2024-01-26,PYME,3885.48,false,GT,44.72,+50251627902,carlos.diego.martinez.castillo.142@correo.com,SEGURO|INVERSION,2026-02-20T03:43:48Z
C000143,Gabriela Jose Ramirez Garcia,DPI-5758640838206,1999-03-11,2024-07-13,PERSONAL,1026.28,false,PA,30.87,+50259566412,gabriela.jose.ramirez.garcia.143@correo.com,INVERSION|SEGURO|AHORRO,2026-04-10T04:22:47Z
C000144,Lucia Pablo Reyes Pineda,DPI-2436783881561,1986-06-10,2019-01-24,PREMIUM,4204.88,false,GT,28.80,+50260783243,lucia.pablo.reyes.pineda.144@correo.com,TARJETA_DEBITO|CORRIENTE|AHORRO,2026-04-06T00:04:05Z
C000145,Diego Gabriela Vasquez Mendez,DPI-7767464676584,1999-09-08,2018-07-13,PERSONAL,3245.58,false,GT,30.86,+50271801085|+50236261783,diego.gabriela.vasquez.mendez.145@correo.com,INVERSION|PRESTAMO|TARJETA_CREDITO,2026-03-28T17:41:25Z
C000146,Pablo Monica Cifuentes Diaz,DPI-9136737351248,1987-09-30,2025-03-24,PREMIUM,5208.95,false,GT,32.62,+50235666261,pablo.monica.cifuentes.diaz.146@correo.com,CORRIENTE|PRESTAMO,2026-01-14T09:05:47Z
C000147,Ricardo Monica Lopez Castillo,DPI-2120050619793,1973-02-14,2022-07-10,PREMIUM,6691.80,false,GT,46.67,+50221974364|+50233485171,ricardo.monica.lopez.castillo.147@correo.com,TARJETA_DEBITO|AHORRO,2026-02-15T10:34:34Z
C000148,Luis Luis Pineda Vasquez,DPI-4442823745767,1978-07-06,2018-10-24,PERSONAL,2858.83,false,GT,38.92,+50244524921,luis.luis.pineda.vasquez.148@correo.com,AHORRO,2026-03-18T22:50:04Z
C000149,Andres Pablo Flores Perez,DPI-3734419652004,2002-11-28,2021-09-20,PERSONAL,3210.79,false,GT,27.93,+50246648911,andres.pablo.flores.perez.149@correo.com,TARJETA_DEBITO,2026-02-26T04:39:28Z
C000150,Rafael Lucia Ramirez Garcia,DPI-8343137054406,1990-07-11,2021-03-19,PREMIUM,6519.13,false,GT,44.96,+50257370654,rafael.lucia.ramirez.garcia.150@correo.com,TARJETA_CREDITO|AHORRO|INVERSION,2026-03-22T22:29:04Z
C000151,Rafael Mario Morales Reyes,DPI-8980260997104,1970-11-04,2024-11-07,PERSONAL,1502.03,false,GT,20.24,+50223599282,rafael.mario.morales.reyes.151@correo.com,TARJETA_CREDITO|TARJETA_DEBITO|INVERSION,2026-03-15T04:13:32Z
C000152,Lucia Maria Flores Lopez,DPI-4299653277353,1995-11-13,2024-12-12,PERSONAL,1690.72,false,SV,41.99,+50278247409,lucia.maria.flores.lopez.152@correo.com,PRESTAMO|AHORRO|CORRIENTE|INVERSION,2026-02-13T02:35:34Z
C000153,Fernanda Jorge Ruiz Cifuentes,DPI-2187161103300,2002-08-17,2025-06-19,PERSONAL,3399.08,false,GT,43.67,+50278509484,fernanda.jorge.ruiz.cifuentes.153@correo.com,CORRIENTE,2026-01-30T04:33:34Z
C000154,Miguel Valeria Reyes Gonzalez,DPI-1626015151624,1979-07-31,2024-08-06,PYME,3416.65,false,GT,24.97,+50271563497,miguel.valeria.reyes.gonzalez.154@correo.com,TARJETA_DEBITO|AHORRO|PRESTAMO|INVERSION,2026-02-11T03:30:33Z
C000155,Andres Sofia Garcia Cifuentes,DPI-1468956925417,1955-12-30,2022-03-29,PERSONAL,1592.06,false,GT,23.71,+50252004951,andres.sofia.garcia.cifuentes.155@correo.com,INVERSION,2026-02-10T11:12:08Z
C000156,Maria Maria Rojas Morales,DPI-1228299470727,1995-06-03,2019-03-04,PYME,5426.04,false,GT,43.92,+50222686710,maria.maria.rojas.morales.156@correo.com,PRESTAMO|SEGURO,2026-02-28T03:31:24Z
C000157,Daniela Jose Ruiz Diaz,DPI-1640695394140,1986-11-27,2024-08-10,PERSONAL,2577.17,false,GT,25.01,+50266270181|+50245555076,daniela.jose.ruiz.diaz.157@correo.com,AHORRO|CORRIENTE|TARJETA_CREDITO,2026-03-11T11:04:07Z
C000158,Ana Mario Martinez Vasquez,DPI-4915248456031,1994-04-28,2018-02-25,PERSONAL,2233.59,false,GT,36.45,+50274384531,ana.mario.martinez.vasquez.158@correo.com,AHORRO|PRESTAMO|INVERSION,2026-02-11T08:41:16Z
C000159,Alberto Valeria Reyes Cruz,DPI-2766382647124,1989-09-25,2022-07-02,PERSONAL,1587.76,false,GT,18.14,+50253331432,alberto.valeria.reyes.cruz.159@correo.com,TARJETA_DEBITO|PRESTAMO,2026-01-06T20:35:38Z
C000160,Esteban Karla Garcia Morales,DPI-8077864409498,1956-04-20,2018-01-16,PERSONAL,3139.67,false,GT,19.46,+50233929680,esteban.karla.garcia.morales.160@correo.com,INVERSION,2026-04-06T03:26:49Z
C000161,Carlos Ana Ruiz Diaz,DPI-9573366906685,2002-08-09,2020-05-25,PERSONAL,597.79,false,GT,31.58,+50263235676,carlos.ana.ruiz.diaz.161@correo.com,CORRIENTE|PRESTAMO|INVERSION|AHORRO,2026-04-09T21:03:21Z
C000162,Ana Pablo Reyes Castillo,DPI-7121856979372,1986-12-28,2019-11-02,PERSONAL,2439.10,false,GT,26.34,+50279947693,ana.pablo.reyes.castillo.162@correo.com,INVERSION|TARJETA_DEBITO|TARJETA_CREDITO,2026-02-18T22:27:55Z
C000163,Karla Maria Garcia Martinez,DPI-7207899690311,1992-05-11,2022-01-23,PERSONAL,2454.73,false,GT,18.84,+50278522358,karla.maria.garcia.martinez.163@correo.com,TARJETA_CREDITO|PRESTAMO,2026-01-08T10:22:17Z
C000164,Camila Luis Flores Ramirez,DPI-4315158255590,1958-04-16,2022-03-26,PREMIUM,4984.03,false,GT,26.39,+50254566522,camila.luis.flores.ramirez.164@correo.com,TARJETA_DEBITO|SEGURO|TARJETA_CREDITO,2026-03-22T13:14:40Z
C000165,Oscar Luis Morales Perez,DPI-5724930061564,1992-07-15,2020-12-27,PERSONAL,1294.49,false,GT,19.72,+50238178179,oscar.luis.morales.perez.165@correo.com,TARJETA_DEBITO|INVERSION,2026-04-17T19:14:18Z
C000166,Pablo Juan Mendez Cruz,DPI-3755987167593,1986-01-11,2021-03-24,PERSONAL,2945.11,false,PA,42.49,+50274295423,pablo.juan.mendez.cruz.166@correo.com,TARJETA_DEBITO,2026-03-20T01:23:32Z
C000167,Miguel Paola Castillo Santos,DPI-6946787163105,1975-11-26,2021-11-07,PREMIUM,9725.22,false,GT,35.49,+50221211911,miguel.paola.castillo.santos.167@correo.com,TARJETA_DEBITO,2026-04-08T16:36:19Z
C000168,Andres Fernanda Hernandez Gonzalez,DPI-6329757992320,1994-05-01,2025-06-26,PERSONAL,2594.23,false,GT,32.52,+50238792668,andres.fernanda.hernandez.gonzalez.168@correo.com,TARJETA_DEBITO|TARJETA_CREDITO|PRESTAMO|CORRIENTE,2026-01-23T13:22:35Z
C000169,Miguel Ana Pineda Pineda,DPI-2504543000472,1986-09-14,2020-05-09,PREMIUM,10982.56,true,GT,72.74,+50250173974,miguel.ana.pineda.pineda.169@correo.com,PRESTAMO|INVERSION|TARJETA_DEBITO|TARJETA_CREDITO,2026-03-02T20:24:00Z
C000170,Alberto Jose Gonzalez Vasquez,DPI-9988882968970,1996-03-21,2024-07-24,PERSONAL,1293.98,false,SV,38.94,+50225189864,alberto.jose.gonzalez.vasquez.170@correo.com,TARJETA_DEBITO|AHORRO|PRESTAMO|SEGURO,2026-04-19T20:36:44Z
C000171,Rafael Camila Ramirez Castillo,DPI-3546421972568,2001-08-30,2021-11-30,PERSONAL,1037.26,false,GT,18.34,+50234347442,rafael.camila.ramirez.castillo.171@correo.com,AHORRO|INVERSION,2026-03-16T00:18:46Z
C000172,Sofia Juan Gonzalez Reyes,DPI-6610899778242,1998-09-24,2026-03-15,PERSONAL,2871.72,false,GT,36.98,+50278452168|+50266611410,sofia.juan.gonzalez.reyes.172@correo.com,SEGURO|AHORRO|PRESTAMO|TARJETA_DEBITO,2026-04-05T21:20:24Z
C000173,Oscar Pablo Flores Morales,DPI-7384344697219,1976-01-25,2021-11-29,CORPORATIVO,33917.38,false,GT,31.52,+50266172166,oscar.pablo.flores.morales.173@correo.com,SEGURO,2026-01-10T15:08:23Z
C000174,Camila Valeria Pineda Garcia,DPI-7013251589245,1988-08-18,2020-12-25,PERSONAL,1440.35,false,GT,28.27,+50260370625|+50238430701,camila.valeria.pineda.garcia.174@correo.com,INVERSION|CORRIENTE,2026-03-23T15:00:36Z
C000175,Gabriela Miguel Gonzalez Diaz,DPI-7041248707180,2000-04-03,2022-09-01,PYME,5596.53,false,GT,20.06,+50253191396|+50258072831,gabriela.miguel.gonzalez.diaz.175@correo.com,AHORRO|TARJETA_DEBITO|CORRIENTE,2026-03-20T14:51:49Z
C000176,Jose Karla Lopez Perez,DPI-9495079666650,1972-06-06,2021-12-02,PREMIUM,8435.36,false,GT,27.24,+50230176460,jose.karla.lopez.perez.176@correo.com,TARJETA_DEBITO|CORRIENTE|INVERSION|PRESTAMO,2026-01-22T13:36:27Z
C000177,Gabriela Silvia Mendez Gonzalez,DPI-2684593481460,1989-04-29,2023-10-04,PERSONAL,3327.26,false,GT,29.52,+50243976689,gabriela.silvia.mendez.gonzalez.177@correo.com,TARJETA_DEBITO|CORRIENTE|PRESTAMO,2026-04-15T19:37:19Z
C000178,Jorge Pablo Castillo Reyes,DPI-8956678018226,1987-07-26,2020-05-04,PYME,14803.44,false,MX,29.53,+50249165121,jorge.pablo.castillo.reyes.178@correo.com,INVERSION|AHORRO,2026-04-21T00:06:12Z
C000179,Daniela Pablo Pineda Ramirez,DPI-7298393751270,1955-10-26,2020-05-13,PYME,13926.10,false,US,33.04,+50248459446,daniela.pablo.pineda.ramirez.179@correo.com,SEGURO|TARJETA_DEBITO|INVERSION|PRESTAMO,2026-02-05T15:00:09Z
C000180,Natalia Jose Hernandez Mendez,DPI-2991705637013,1955-02-25,2025-01-09,PERSONAL,2595.28,false,GT,19.87,+50259369908,natalia.jose.hernandez.mendez.180@correo.com,PRESTAMO,2026-03-06T06:37:58Z
C000181,Monica Alberto Diaz Santos,DPI-4178507509137,2002-12-04,2018-07-28,PREMIUM,8532.34,false,GT,29.54,+50248674272,monica.alberto.diaz.santos.181@correo.com,SEGURO|TARJETA_CREDITO,2026-03-29T16:10:45Z
C000182,Mario Paola Morales Cruz,DPI-7348580980765,1966-09-04,2022-09-15,PERSONAL,1240.90,false,GT,43.36,+50237519656,mario.paola.morales.cruz.182@correo.com,TARJETA_DEBITO|TARJETA_CREDITO|AHORRO,2026-03-23T13:42:25Z
C000183,Monica Monica Garcia Morales,DPI-6201991710243,1987-12-05,2021-01-07,PERSONAL,3235.37,false,GT,40.07,+50276145531,monica.monica.garcia.morales.183@correo.com,AHORRO|SEGURO|PRESTAMO|INVERSION,2026-04-03T20:58:53Z
C000184,Jose Oscar Santos Lopez,DPI-8736105954169,1995-03-02,2018-09-13,PERSONAL,824.41,false,US,36.83,+50234657882,jose.oscar.santos.lopez.184@correo.com,INVERSION|SEGURO,2026-03-05T05:16:23Z
C000185,Fernanda Jorge Vasquez Reyes,DPI-4618338233203,2004-03-27,2021-04-25,PERSONAL,2682.66,false,GT,32.91,+50253683359,fernanda.jorge.vasquez.reyes.185@correo.com,INVERSION,2026-03-31T08:02:58Z
C000186,Valeria Luis Reyes Perez,DPI-1995838468588,1984-07-03,2025-03-13,CORPORATIVO,65922.70,false,GT,31.86,+50257404265,valeria.luis.reyes.perez.186@correo.com,INVERSION|SEGURO,2026-01-21T22:52:43Z
C000187,Miguel Fernanda Garcia Santos,DPI-5916506295832,1992-04-09,2022-07-31,PYME,10393.58,false,GT,28.24,+50223079290,miguel.fernanda.garcia.santos.187@correo.com,PRESTAMO,2026-02-27T18:23:42Z
C000188,Jose Lucia Mendez Cruz,DPI-1146379898940,1964-07-18,2023-09-04,PREMIUM,7176.89,false,GT,37.57,+50256966148|+50253687766,jose.lucia.mendez.cruz.188@correo.com,SEGURO|INVERSION|PRESTAMO,2026-03-27T05:07:10Z
C000189,Daniela Sofia Lopez Lopez,DPI-4223714337740,1963-05-28,2026-01-11,PERSONAL,1869.78,false,GT,39.37,+50236741644,daniela.sofia.lopez.lopez.189@correo.com,TARJETA_CREDITO|INVERSION,2026-02-27T06:46:32Z
C000190,Oscar Diego Morales Garcia,DPI-8537452189069,1973-09-04,2024-06-22,PREMIUM,6268.43,false,GT,35.94,+50241574471,oscar.diego.morales.garcia.190@correo.com,AHORRO|CORRIENTE|TARJETA_DEBITO|INVERSION,2026-01-24T19:46:22Z
C000191,Gabriela Pablo Santos Cifuentes,DPI-7533927022715,2004-12-31,2019-12-27,PERSONAL,2239.97,false,GT,29.85,+50268002043,gabriela.pablo.santos.cifuentes.191@correo.com,SEGURO,2026-04-20T19:19:11Z
C000192,Mario Sofia Reyes Lopez,DPI-6147581409947,1970-10-24,2019-01-19,CORPORATIVO,42552.62,false,MX,56.19,+50236116405,mario.sofia.reyes.lopez.192@correo.com,TARJETA_CREDITO|PRESTAMO,2026-02-26T13:58:31Z
C000193,Monica Ricardo Diaz Santos,DPI-2773791185689,1965-01-20,2021-11-07,PYME,13651.30,false,GT,23.38,+50252563228,monica.ricardo.diaz.santos.193@correo.com,TARJETA_CREDITO|TARJETA_DEBITO|PRESTAMO,2026-01-01T04:54:38Z
C000194,Silvia Gabriela Pineda Pineda,DPI-7902616929460,1993-09-11,2021-12-28,PREMIUM,9937.73,false,MX,42.35,+50250883434,silvia.gabriela.pineda.pineda.194@correo.com,SEGURO|TARJETA_DEBITO|AHORRO,2026-01-08T05:46:11Z
C000195,Sofia Pablo Mendez Vasquez,DPI-5150535518982,1973-11-04,2018-02-03,PERSONAL,1891.14,false,GT,30.55,+50238270456,sofia.pablo.mendez.vasquez.195@correo.com,INVERSION|PRESTAMO|CORRIENTE,2026-01-12T16:19:48Z
C000196,Jorge Diego Reyes Diaz,DPI-8797879923127,1974-07-17,2022-02-19,PERSONAL,1795.11,false,GT,35.96,+50236656314,jorge.diego.reyes.diaz.196@correo.com,INVERSION|CORRIENTE|SEGURO,2026-01-06T16:54:07Z
C000197,Jorge Miguel Gonzalez Garcia,DPI-7969703449258,1966-11-17,2019-12-12,PERSONAL,1670.44,false,GT,42.07,+50220463063,jorge.miguel.gonzalez.garcia.197@correo.com,CORRIENTE,2026-02-02T06:25:07Z
C000198,Monica Patricia Perez Hernandez,DPI-1078764406709,1998-01-03,2023-05-11,PREMIUM,10851.87,false,PA,55.58,+50261081736,monica.patricia.perez.hernandez.198@correo.com,AHORRO,2026-01-08T17:11:06Z
C000199,Paola Carlos Rojas Cruz,DPI-1612481536986,1963-06-04,2021-02-28,PERSONAL,619.43,false,GT,19.06,+50253005009,paola.carlos.rojas.cruz.199@correo.com,PRESTAMO,2026-03-22T16:57:27Z
C000200,Luis Esteban Pineda Martinez,DPI-6956272515768,1962-03-15,2022-01-09,PERSONAL,1358.23,false,GT,25.77,+50259895322,luis.esteban.pineda.martinez.200@correo.com,SEGURO|PRESTAMO|INVERSION,2026-02-13T06:09:45Z
C000201,Monica Sofia Morales Perez,DPI-9668015334080,2003-06-20,2023-02-07,PYME,16231.80,false,GT,32.95,+50247041763,monica.sofia.morales.perez.201@correo.com,CORRIENTE|PRESTAMO|TARJETA_DEBITO,2026-01-22T13:44:16Z
C000202,Diego Mario Flores Pineda,DPI-9689076858114,1993-07-09,2019-08-04,PERSONAL,1208.18,false,PA,33.83,+50256934113|+50231673089,diego.mario.flores.pineda.202@correo.com,CORRIENTE,2026-03-01T13:40:25Z
C000203,Carlos Ricardo Ramirez Santos,DPI-4191246001196,1998-05-28,2020-07-28,PREMIUM,4296.03,false,GT,23.44,+50224527527,carlos.ricardo.ramirez.santos.203@correo.com,INVERSION,2026-03-23T02:11:16Z
C000204,Diego Gabriela Ruiz Rojas,DPI-3303691856658,1966-06-18,2021-12-02,PERSONAL,1388.81,false,GT,23.27,+50264451793,diego.gabriela.ruiz.rojas.204@correo.com,PRESTAMO|TARJETA_CREDITO|TARJETA_DEBITO|SEGURO,2026-02-14T19:23:53Z
C000205,Daniela Jorge Diaz Hernandez,DPI-4241246503905,1961-05-14,2020-09-29,PERSONAL,2102.27,false,GT,43.82,+50261472582,daniela.jorge.diaz.hernandez.205@correo.com,TARJETA_DEBITO|CORRIENTE|INVERSION|TARJETA_CREDITO,2026-03-18T03:18:51Z
C000206,Jose Ana Flores Castillo,DPI-2339123499543,1956-08-26,2022-03-09,PREMIUM,11834.67,false,GT,48.40,+50256157179,jose.ana.flores.castillo.206@correo.com,TARJETA_CREDITO|AHORRO,2026-02-23T06:37:55Z
C000207,Diego Luis Ruiz Diaz,DPI-5389669105292,1966-11-28,2023-03-09,PERSONAL,1581.12,false,GT,45.10,+50243154398|+50254622260,diego.luis.ruiz.diaz.207@correo.com,PRESTAMO|SEGURO|INVERSION,2026-02-02T01:48:16Z
C000208,Monica Andres Rojas Perez,DPI-9400176306566,1980-05-20,2024-12-14,PERSONAL,1627.82,false,CR,45.94,+50240090774,monica.andres.rojas.perez.208@correo.com,TARJETA_DEBITO,2026-03-23T19:15:02Z
C000209,Monica Jorge Castillo Cruz,DPI-2803699719555,1975-06-22,2022-04-07,PREMIUM,10560.80,false,GT,41.34,+50240907680,monica.jorge.castillo.cruz.209@correo.com,SEGURO|TARJETA_DEBITO|CORRIENTE,2026-01-04T10:09:57Z
